abstract_id,line_id,abstract_text,line_number,total_lines,target
22297398,22297398_1_15,"However , its safety when used after lumbar interbody fusion surgery remains unclear .",1,15,BACKGROUND
22357413,22357413_4_11,"A 1,131 % ( P < 0.001 ) and 628 % ( P < 0.001 ) increase in plasma renin concentration was observed after the aliskiren and perindopril therapies , respectively , as compared to the placebo .",4,11,RESULTS
11997534,11997534_1_11,Seventy-two patients with 94 HCC nodules were randomly assigned to RF ablation and PMC groups .,1,11,METHODS
15265246,15265246_4_11,The trials comprised hospitalised patients with an acute exacerbation of chronic or subchronic schizophrenia who were randomised to receive quetiapine 150-750 mg/day ( n = 422 ) or placebo ( n = 198 ) .,4,11,METHODS
2002864,2002864_0_15,Comparison of the effectiveness of liquid nitrogen and of cryotherapy by means of the Histofreezer in the treatment of hand warts .,0,15,OBJECTIVE
1878641,1878641_9_12,Budesonide treatment was associated with a significant dose related reduction of growth velocity : the mean reduction in growth velocity during treatment was 0.11 ( 95 % confidence interval -0.15 0.36 ( 0.13 to 0.59 ) mm/week with 800 micrograms budesonide ( p less than 0.05 ; Page 's test ) .,9,12,RESULTS
17692720,17692720_5_20,Secondary end points included CARs for weeks 9-24 and 9-52 .,5,20,METHODS
11251695,11251695_18_21,Somnolence and dizziness accounted for many of the premature withdrawals among those taking gabapentin .,18,21,RESULTS
21510853,21510853_4_7,Background stroke care was limited and none of the patients received thrombolytic therapy .,4,7,RESULTS
9111464,9111464_9_17,Mean scores of each test were compared between the 2 groups with the Wilcoxon nonparametric test .,9,17,METHODS
16911680,16911680_7_11,"The remaining ratio of peptic ulcers after 1 week and the complete healing rate after 6 weeks in the rabeprazole versus omeprazole group were 45.5 % versus 50.3 % ( P = 0.475 ) and 80.6 % versus 87.0 % ( P = 0.423 ) , respectively .",7,11,RESULTS
24376252,24376252_6_11,Analyses considered all completers ( n = 99 ) and those who engaged with 80 % of the intervention ( n = 83 ) .,6,11,METHODS
16052676,16052676_0_6,To compare the efficacy and safety of recombinant human IFN beta-1a alone or in combination with ribavirin in treatment-naive subjects with chronic hepatitis C.,0,6,OBJECTIVE
22720766,22720766_1_9,"We conducted a nonblinded , randomized controlled trial of once-weekly fluoxetine , directly observed for 24 weeks , then self-administered for 12 weeks ( n = 137 persons with major or minor depressive disorder or dysthymia ) .",1,9,METHODS
21075912,21075912_6_7,The use of night splints in HIV-infected patients with PN represents an additional tool for managing pain and improving sleep .,6,7,CONCLUSIONS
22441644,22441644_7_9,The toxicity profile of everolimus was similar in the VEGFr-TKI-intolerant and overall study populations .,7,9,RESULTS
25314773,25314773_5_20,"Prior to treatment , 2 patients died ; one patient refused treatment .",5,20,RESULTS
25452653,25452653_1_10,"A randomized controlled trial was conducted in a large teaching hospital in Toronto , Canada .",1,10,METHODS
21110174,21110174_6_12,"After treatment , the levels of serum E ( 2 ) In both groups and T in the treatment group were increased , while in the control group the serum E ( 2 ) increase was more significant than that in the treatment group ( P < 0.05 ) , and serum T showed no statistical difference .",6,12,RESULTS
22410606,22410606_8_10,The NK cell ratio and the degree of quality of life of experimental group increased while that of the control group decreased .,8,10,RESULTS
7756063,7756063_8_11,Echocardiographic volumes after 6 weeks of treatment were similar in the two groups .,8,11,RESULTS
20350194,20350194_12_15,The high efficacy of mefloquine-artesunate against S. haematobium warrants further investigation .,12,15,CONCLUSIONS
23648788,23648788_6_12,"According to the intention-to-treat analysis , the mean number of episodes of regurgitation decreased from 8.25 to 2.32 with ARF-1 and to 1.89 with ARF-2 ( statistically significant difference between both ARF , P = 0.0091 ) .",6,12,RESULTS
22106843,22106843_12_14,This post hoc subanalysis shows that MAP0004 was similarly effective in patients whether or not allodynia was present at treatment baseline .,12,14,CONCLUSIONS
10647530,10647530_9_11,All babies were delivered healthy at term .,9,11,RESULTS
10378544,10378544_0_14,"To compare the efficacy , safety , and effects on sleep quality of salmeterol and extended-release theophylline in patients with nocturnal asthma .",0,14,OBJECTIVE
15640848,15640848_2_10,The trial was performed with the double blind method .,2,10,METHODS
10739506,10739506_2_13,All patients also received 10 mg/d dydrogesterone for 14 days per 28-day cycle .,2,13,METHODS
19438129,19438129_7_12,"Cardiac toxicity was 5 % , 6 % and 5 % while pulmonary toxicity was 4 % , 5 % and 5 % respectively .",7,12,RESULTS
12783913,12783913_3_13,A total of 165 menopausal women aged 18 years or older experiencing at least 2 to 3 daily hot flashes and must have discontinued any hormone replacement therapy for at least 6 weeks .,3,13,METHODS
20423760,20423760_7_11,Abdominal pain was significantly less at 12 and 24 hours in the group with low-pressure pneumoperitoneum ( p = 0.02 ) .,7,11,RESULTS
12751337,12751337_6_15,Eight healthy and moderately fit males .,6,15,METHODS
15363567,15363567_6_18,"The average prostate volume was 45.9 g , and average ethanol injected was 14 ml .",6,18,RESULTS
21640062,21640062_3_14,Sixty-five participants between the ages of 6-35 years took part in this study .,3,14,METHODS
24016218,24016218_3_10,"The intervention arm ( 10 clusters 186 participants ) received a vitamin B12 fortified food designed to deliver 1.4 g/day , while the control arm did not receive complementary food ( 10 clusters , 165 participants ) .",3,10,METHODS
12915972,12915972_4_20,"Modules 3 and 4 have built-in complex loops , and can demonstrate the candidate 's ability either to avoid or undo the loop .",4,20,METHODS
21195516,21195516_9_12,"Time period between the initial two peak frontal plane knee displacements following landing and peak hip flexion velocity mean change differences displayed a strong relationship in the Training group ( r ( 2 ) = 0.77 , P = 0.0001 ) suggesting improved dynamic frontal plane knee control as peak hip flexion velocity decreased .",9,12,RESULTS
17346594,17346594_9_13,A final examination was performed at week 7 .,9,13,METHODS
22771049,22771049_10_11,Buffering 2 % lidocaine with epinephrine 1:100 000 with sodium bicarbonate 8.4 % offers a clinically and statistically significant reduction in pain experienced by two-thirds of patients receiving periocular subcutaneous anesthesia .,10,11,CONCLUSIONS
10458255,10458255_3_11,"Eighty-one cancer patients , aged 37 to 76 years , were enrolled onto a prospective , longitudinal , randomized controlled study from the outpatient clinic settings of 26 western Washington-area medical oncologists .",3,11,METHODS
16968848,16968848_5_11,New-onset AF in relation to electrocardiographic LVH determined at baseline and subsequently .,5,11,METHODS
22215943,22215943_9_11,Adverse events were mild and typical of Peg -- 2b/ribavirin .,9,11,RESULTS
25599690,25599690_6_11,"As regards the measurements to be made , the main variable is the proportion of subjects who attain the low density lipoprotein cholesterol levels set as a target across a follow-up period of 24months .",6,11,METHODS
25616294,25616294_1_9,This study included 86 preterm infants who had a birth weight between 1000 to 2000g and were admitted to the hospital within 24 hours of birth between March 2013 and June 2014 .,1,9,METHODS
21524261,21524261_1_13,"The aim of this study was to determine the safety , tolerability and the effects of aripiprazole and ropinirole in patients with cocaine dependence .",1,13,BACKGROUND
10461471,10461471_7_10,Improvement in other secondary criteria was generally superior in the HA group compared to placebo both at week 5 and month 6 .,7,10,RESULTS
9698139,9698139_11_13,This may be because in younger women dental status is a reflection more of dietary habits and past dental surgery than of age-related bone loss .,11,13,CONCLUSIONS
25087308,25087308_7_10,The statistical significance level was p < 0.05 .,7,10,RESULTS
11331845,11331845_6_13,"During the follow-up period , four patients in the SEPS group died , all of causes other than the venous leg ulcer .",6,13,RESULTS
20518784,20518784_3_14,To evaluate the efficacy and safety of PDT of AK with BF-200 ALA. .,3,14,OBJECTIVE
1307880,1307880_9_10,"The results of this clinical study confirmed a previous study in dogs , showing that SvO2 is measured more accurately by the three-wavelength continuous monitoring system .",9,10,CONCLUSIONS
19567515,19567515_10_12,"GH pulses were associated with an increase in endogenous glucose production and decreased rates of peripheral glucose uptake , which was entirely reversed by acipimox .",10,12,RESULTS
10588965,10588965_10_13,None of the children had treatment-limiting adverse effects .,10,13,RESULTS
19927136,19927136_3_12,"Among a total of 228 patients with mild-to-moderate hypertension , adherence to treatment was measured by means of both the Medication Event Monitoring System ( MEMS ) and pill count .",3,12,METHODS
21879897,21879897_8_10,Use of the ITD did not significantly improve survival with satisfactory function among patients with out-of-hospital cardiac arrest receiving standard CPR .,8,10,CONCLUSIONS
23769235,23769235_6_14,"The primary endpoint was the proportion of participants with plasma viral load less than 200 copies per mL at 48 weeks in the modified intention-to-treat population , with a non-inferiority margin of 12 % .",6,14,METHODS
10355414,10355414_4_12,Factor VII remained at baseline levels during the operation but decreased significantly on postoperative day 1 .,4,12,RESULTS
9255197,9255197_0_9,"Our study objectives were as follows : ( 1 ) to determine whether urinary excretion of potassium is lower in black than in white children , ( 2 ) to determine whether cardiovascular reactivity ( CVR ) varies inversely with dietary intake of potassium , and ( 3 ) to confirm that CVR is greater in black than in white children , and in children with a family history of hypertension than in those without such a history .",0,9,OBJECTIVE
20712131,20712131_11_12,The use of OAC is hence strongly favoured in the treatment of overdose with these drugs .,11,12,CONCLUSIONS
15270931,15270931_17_18,"The disadvantages of prolonged catheterisation outweigh the advantages , therefore , removal of the catheter on the morning after surgery may be preferable and longer term catheterisation should only be undertaken where there are specific indications .",17,18,CONCLUSIONS
21497022,21497022_10_12,"In this study , the clinical benefit of intravenous lidocaine for pain relief during burn wound dressing changes in terms of overall pain scores and opioid consumption was unremarkable .",10,12,CONCLUSIONS
18765433,18765433_11_12,"( ClinicalTrials.gov number , NCT00092677 . )",11,12,CONCLUSIONS
11677390,11677390_13_14,The supplementary techniques counteract forgetting appreciably and may promote more effective partner notification and more complete description of risk networks .,13,14,CONCLUSIONS
23717424,23717424_3_14,Participants were randomized into two groups .,3,14,METHODS
19879493,19879493_2_13,Texas EFNEP classes .,2,13,METHODS
16735589,16735589_14_19,The mean loss of motion ( compared to the contralateral shoulder ) was greater in the open shoulders .,14,19,RESULTS
7652682,7652682_10_11,"According to these results , there seems to be no advantage of routine or regular use of stapling instruments for supraperitoneal colorectal anastomosis .",10,11,CONCLUSIONS
10730995,10730995_6_11,"Isometric strength decreased significantly from preexercise levels of 25.1 + / - 3.8 kp to postexercise levels of 12.0 + / - 4.6 kp , for the HBOT group , and from 24.6 + / - 3.4 kp to 12.5 + / - 3.7 kp , respectively , for the placebo group .",6,11,RESULTS
21831254,21831254_7_9,A limited impact was observed for microbiological variables in both groups .,7,9,RESULTS
10783996,10783996_5_13,"The primary efficacy parameter was the time until endoscopically proven relapse of GORD occurred ( stage I or greater ) ; the secondary parameters included tolerability , safety , and time until symptomatic relapse occurred .",5,13,METHODS
17995496,17995496_11_13,Tibolone reduces menopausal symptoms to a similar extent as conventional low-dose continuous combined hormone therapy but causes significant less vaginal bleeding in the first 3 months of treatment .,11,13,CONCLUSIONS
23459089,23459089_1_9,Pregnancy represents a critical period for prevention as women are highly motivated and more receptive to behavior change .,1,9,BACKGROUND
12149294,12149294_3_12,"All patients received surgery , radiotherapy , chemotherapy , and tamoxifen as required .",3,12,METHODS
24013610,24013610_10_12,Further research and replication of study findings is warranted .,10,12,CONCLUSIONS
22241602,22241602_13_14,"However , our results should be supported by prospective randomized studies with larger samples of patient groups .",13,14,CONCLUSIONS
20532541,20532541_3_8,"There were no significant differences regarding age , gestational age , fetal weight , parity , Bishop score , or indication for induction .",3,8,RESULTS
8100625,8100625_5_8,Brimonidine was well tolerated by the patients .,5,8,RESULTS
18373146,18373146_10_11,Health professionals should provide patient health education materials via a method that is most convenient to the patient and their preferred learning style .,10,11,CONCLUSIONS
22385928,22385928_2_12,"Male and female patients aged 20 to 65 years with DH were eligible to participate in this randomized , double-blind , placebo-controlled study in China .",2,12,METHODS
24798786,24798786_3_14,Thirty-eight percent of the patients also underwent a cardiopulmonary-exercise test .,3,14,RESULTS
11265037,11265037_3_13,A retrospective radiographic review of 218 unstable fractures was performed .,3,13,METHODS
25262168,25262168_0_20,Benefits of art participation after stroke are becoming increasingly recognized .,0,20,BACKGROUND
20531072,20531072_0_14,"A prospective , randomized trial comparing skin closure time between coaptive film and subcuticular Monocryl sutures in children undergoing posterior instrumented spinal fusion .",0,14,METHODS
21865087,21865087_7_21,"Women , selected at the final blinded study visit 4 years after vaccination , provided anal specimens for assessment of vaccine efficacy against anal HPV 16/18 infection .",7,21,METHODS
9571345,9571345_13_19,"However , two-thirds of the patients were still on one or two injections a day at the end of the study .",13,19,RESULTS
18367682,18367682_2_12,"The primary outcome measure was the Voice Handicap Index ( VHI ) score , assessed at baseline , post-therapy , and post-self-study .",2,12,METHODS
12354470,12354470_4_14,"After inhalation of nitric oxide ( 10-20 ppm ) , we assigned patients to either maximum tolerated dose of intravenous epoprostenol ( mean 8.0 ng/kg per min ; n = 8 ) or oral sildenafil ( 50 mg ; n = 8 ) .",4,14,METHODS
22848766,22848766_10_15,O. viverrini cure rates would have been overestimated and no statistical difference between doses found if efficacy was based on a minimum sampling effort ( single Kato-Katz before and after treatment ) .,10,15,RESULTS
21259280,21259280_5_10,"When compared to patients with no documented NSVT , patients with NSVT were older and more often had myocardial infarction , diabetes mellitus , atrial fibrillation , and an ejection fraction < 40 % in their history .",5,10,RESULTS
18324951,18324951_1_10,This was a 12-month extension to the Fosamax Actonel Comparison Trial international study ( FACTS ) .,1,10,METHODS
17156423,17156423_2_15,The objective of the present study was to monitor serum levels of COMP during a randomised controlled trial of physical exercise vs. standardised rest in individuals with symptomatic and radiographic knee OA .,2,15,BACKGROUND
21145807,21145807_8_13,"Despite the faster initial viral response in C/C carriers , SVR rates were not different compared to T-allele carriers .",8,13,RESULTS
11551092,11551092_4_9,"The outcome of consultation , the cost and duration of the visit and the consumer 's perceptions of the visit .",4,9,METHODS
9679876,9679876_4_11,The Kaplan-Meier method was used to estimate survivor function for the treatment methods ( survival time being the time to first stricture recurrence ) and the log rank test was used to compare the efficacy of different treatments .,4,11,METHODS
17825695,17825695_2_20,The aim of this study was to investigate the efficacy and tolerability of a single dose of intravenous tramadol hydrogen chloride 100 mg in comparison with placebo in patients presenting with migraine .,2,20,OBJECTIVE
20021991,20021991_0_9,To evaluate common genetic variations for association with symptomatic improvement in bipolar I depression following treatment with olanzapine/fluoxetine combination ( OFC ) or lamotrigine .,0,9,OBJECTIVE
17363401,17363401_1_9,"This was a multicentre , randomised , double-blind , controlled trial ; 397 patients with knee osteoarthritis participated and 324 completed the trial .",1,9,METHODS
16109319,16109319_6_13,"Mean BP reductions were approximately 20/10 mm Hg both in LCF and HCF patients , with greater reductions in the candesartan group than in the control group .",6,13,RESULTS
18446692,18446692_5_7,"On comparing the two treatment groups , no statistically significant differences were observed for the evolution of the scores on the different scales of effectiveness ; no statistically significant differences were found between the two groups in the safety and tolerability analyses ( chi-square test , exact test ; p > 0.05 ) for most of the parameters that were studied ( adverse reactions in spontaneous communication and the modified UKU scale ) .",5,7,RESULTS
20574412,20574412_3_11,Adverse events were evaluated after each dose .,3,11,METHODS
23843441,23843441_5_12,All statistical tests were two-sided .,5,12,METHODS
22182483,22182483_11_13,The combination of a fully automated Web-based planning tool with mobile text reminders led to lower self-reported consumption of high-fat foods and greater reductions in portion sizes than in a control condition .,11,13,CONCLUSIONS
21334736,21334736_2_15,"In the ZEUS multicentre , open-label study , 503 patients ( aged 18-65 years ) who had received de-novo kidney transplants were enrolled .",2,15,METHODS
18728103,18728103_11_15,"The concentration-analgesia relationship was steep , with a 50 % effective concentration of 0.46 ng/mL ( Hill coefficient 3.5 ) .",11,15,RESULTS
21483174,21483174_4_9,No study has investigated the relationship between monocyte TF activity and CIMT in MS patients .,4,9,OBJECTIVE
16025964,16025964_1_10,One hundred and seventy-five newborns with hyperbilirubinemia were randomly divided into the treated group and the control group .,1,10,METHODS
18300985,18300985_2_16,"This study was a prospective , randomized , double-blind clinical trial with ethical approval .",2,16,METHODS
9215818,9215818_9_10,"Although a trend in favor of CMF has been observed in premenopausal patients , this has to be weighted against its definitely more pronounced toxicity profile .",9,10,CONCLUSIONS
18055921,18055921_8_14,Women in the treatment group healed more slowly than did the men ( P = .05 ) .,8,14,RESULTS
14685663,14685663_8_10,"No side effects were noted in the olanzapine group , whereas the use of haloperidol was associated with extrapyramidal side effects .",8,10,RESULTS
19051099,19051099_1_12,We hypothesize that sodium intake affects renal function and vasoactive hormones in atorvastatin-treated healthy subjects .,1,12,OBJECTIVE
21062392,21062392_5_14,"A total of 82 Japanese patients ( men 40 , women 42 ) with lower urinary tract symptoms complicated by NLUTD , with a mean age of 63.9 years , were included from private or institutional clinics .",5,14,METHODS
12090862,12090862_11_15,"The overall RHs were similar after adjustment for potential confounders and differential use of statins between treatment groups ( RH , 0.97 ; 95 % CI , 0.82-1 .14 ) , and in analyses restricted to women who were adherent to randomized treatment assignment ( RH , 0.96 ; 95 % CI , 0.77-1 .19 ) .",11,15,RESULTS
21574969,21574969_2_7,"Prospective , observational study design .",2,7,METHODS
16765187,16765187_0_8,"To compare the effects of the two most commonly used surgical methods in the management of varicocele disease , namely , microsurgery and high-ligation varicocelectomy , on testicular blood flow changes and mean residual index values in a prospective randomized study .",0,8,OBJECTIVE
23941540,23941540_4_11,Participants with subclinical hyperthyroidism ( n = 65 ) and subclinical hypothyroidism ( n = 173 ) were compared to euthyroid participants ( n = 4944 ) .,4,11,METHODS
17380590,17380590_1_7,"Twenty-four subjects of each race were given single oral doses of duloxetine ( 20 , 40 and 60 mg ) in a randomized , double-blind study .",1,7,METHODS
15345098,15345098_8_18,This randomised clinical trial will recruit 350 participants with knee pain to three intervention arms .,8,18,METHODS
22579647,22579647_4_11,Stroke patients ( N = 32 ) with moderate to severe hemiparesis enrolled in the tDCS in Chronic Stroke Recovery and the tDCS Enhanced Stroke Recovery and Cortical Reorganization studies .,4,11,METHODS
24589724,24589724_5_10,We observed a high consistency of the CKD273 classification scores across the different centres with areas under the curves ranging from 0.95 to 1.00 .,5,10,RESULTS
8848922,8848922_1_11,433 orthopaedic patients underwent lower limb surgery in spinal ( group 1 ) or general ( group 2 ) anaesthesia .,1,11,METHODS
10628889,10628889_12_14,This may have been a reflection of a trend towards more severe depressive symptoms at baseline in the reboxetine group .,12,14,RESULTS
11248153,11248153_7_9,"Although the cardiotoxicity was potentially severe and , in some cases , life-threatening , the symptoms generally improved with standard medical management .",7,9,RESULTS
15997257,15997257_5_8,"Analysis of the data showed that for both therapeutic interventions , there was an appreciable gain in mouth-opening which was more prominent for patients with unusual difficulty in mouth-opening initially .",5,8,RESULTS
10604506,10604506_12_13,It may also substantially reduce direct costs of hospitalized patients .,12,13,CONCLUSIONS
21029622,21029622_2_9,But only 189 patients were recruited and randomly divided into drug eluting stent group ( n = 95 ) and bare metal stent group ( n = 94 ) .,2,9,METHODS
10742366,10742366_7_27,We randomized 51 severe asphyxiated term infants to receive intravenously a single dose of either theophylline ( 8 mg/kg ; study group : n = 24 ) or placebo ( control group : n = 27 ) during the first 60 minutes of life .,7,27,METHODS
17970675,17970675_13_18,The difference was statistically significant at P < 0.006 .,13,18,RESULTS
10235199,10235199_8_10,"Akathisia , asthenia , anxiety , and depression were also acknowledged less often , and at a lower severity , after 4 wk of domperidone , although these differences were not statistically significant .",8,10,RESULTS
20482825,20482825_8_14,Invitees are instructed to consult their general practitioner and not to participate in screening if they have symptoms suggestive for CRC .,8,14,METHODS
21422197,21422197_2_8,"We measured circulating levels of vaspin and visfatin i ) before and after 72h of starvation ( leading to severe hypoleptinemia ) with or without leptin administration in replacement doses in 13 normal-weight subjects , ii ) before and after 72h of starvation with leptin administration in pharmacological doses in 13 lean and obese subjects , iii ) during chronic energy deficiency in eight women with hypothalamic amenorrhea on leptin replacement for 3 months , and iv ) during chronic energy deficiency in 18 women with hypothalamic amenorrhea on leptin replacement or placebo for 3 months .",2,8,METHODS
25722291,25722291_3_13,Assessment of the adjuvant effect and immunogenicity was performed using Center for Biologics Evaluation and Research acceptability criteria 21 days after dose 2 .,3,13,METHODS
19379993,19379993_13_14,"Miniaturized extracorporeal circulation can be considered similar to off-pump surgery in terms of systemic inflammatory response , myocardial inflammation and damage , and early outcome .",13,14,CONCLUSIONS
23222034,23222034_3_10,"The symptoms of PTSD and functional limitations were reassessed at 1 , 3 , 6 , 9 , and 12 months after the index injury admission .",3,10,METHODS
21950041,21950041_2_12,We investigated the usefulness of ED for teaching identification of the epidural space .,2,12,BACKGROUND
25373872,25373872_11_14,"Five bones failed before reaching the maximum applied force of 2000 N. Distribution curves of all samples in both groups , showing the plastic deformation in relation to the axial force , showed no statistically significant differences .",11,14,RESULTS
17684066,17684066_4_8,Echocardiography was used to optimize atrioventricular delay for both modes and right ventricular-left ventricular offset for BiV mode .,4,8,RESULTS
10392984,10392984_13_17,"At month 6 , the values were 32 % ( 21/65 ) and 14 % ( 6/43 ) ( p = 0.067 ) for the genotypic group and the control group , respectively .",13,17,RESULTS
10816626,10816626_2_22,"Purported advantages include shorter time for construction , lower cost , and perhaps a lower rate of anastomotic leakage .",2,22,BACKGROUND
17615482,17615482_1_12,A Non-equivalent control group pre-post test Quasi-experimental design of random assignment was applied .,1,12,METHODS
8746044,8746044_2_9,"We prospectively evaluated the effectiveness of short chain fatty acids irrigation on bacterial flora of the excluded colon in 13 patients ( 8 males , 5 females ; mean age : 43.7 years ) .",2,9,METHODS
14971625,14971625_7_15,"In the therapy groups the mean fatigue score decreased by 10 points ( 95 % confidence interval ( CI ) = -25 to -15 ) , with no significant difference between groups ( mean difference = -1.3 ; CI = -3.9 to 1.3 ) .",7,15,RESULTS
16600934,16600934_21_22,Oral glutamine or amino acid supplementation over 10 d equally inhibits whole-body protein degradation in DMD .,21,22,CONCLUSIONS
21476064,21476064_7_8,"This study indicates that genetic polymorphisms of CYP2C9 influence the substantial interindividual variability in the disposition of glimepiride , and these polymorphisms may affect the clinical response to glimepiride therapy .",7,8,CONCLUSIONS
20164320,20164320_5_12,"Satiety , blood glucose , and insulin were measured at baseline and at intervals both before and after the meals .",5,12,METHODS
19300380,19300380_3_15,"The study group receiving ES comprised of eighty five patients , and a further control group comprising eighty two patients received a placebo .",3,15,METHODS
17965836,17965836_1_10,An approach to evaluate the clinical significance of inaccuracies is the error-grid analysis as already established in self-monitoring of blood glucose .,1,10,BACKGROUND
20510665,20510665_5_13,Exposure data on medicines was extracted blindly from antenatal medical records and grouped according to Anatomical Therapeutic Chemical ( ATC ) code .,5,13,METHODS
21262918,21262918_6_14,The primary end point was clinical response at week 4 ( fall in Crohn 's Disease Activity Index of 70 points ) in the intention-to-treat ( ITT ) population .,6,14,OBJECTIVE
11771826,11771826_7_13,"respectively , after bolus infusion of MgSO4 .",7,13,RESULTS
9651260,9651260_3_15,Heroin addicts recruited from the community who were socially marginalised and in poor health and had failed in at least two previous drug treatments .,3,15,METHODS
17078211,17078211_18_22,"During long-term treatment the triple combination of B+Q + V has no significant advantages over B+Q and B+V by the functional status , QOL and parameters of LV remodeling in patients with mild-to-moderate CHF .",18,22,CONCLUSIONS
18466359,18466359_2_11,"Patients were randomly assigned to receive asimadoline 0.15 , 0.5 , 1.0 mg or placebo BID for 12 weeks .",2,11,METHODS
24142633,24142633_2_8,The study population included 121 DM patients with coronary artery disease and they were randomly assigned to 60 patients taking 15 mg of pioglitazone daily in addition to their diabetic medications and 61 patients with placebo after the index procedure with drug-eluting stents ( DESs ) .,2,8,METHODS
22121190,22121190_9_11,"Atazanavir ( 300 mg once daily ) and lopinavir ( 400 mg twice daily ) , each with low-dose ritonavir , achieved similar IQs in HIV-infected , treatment-naive patients .",9,11,CONCLUSIONS
7989900,7989900_7_13,"Serum cholesterol , HbA1c , diastolic blood pressure , smoking .",7,13,METHODS
25458645,25458645_8_11,"Secondary end points will include quality-of-life questionnaire , economic end points , blood pressure , and hemoglobin A1C levels .",8,11,METHODS
20578381,20578381_7_8,"Acupuncture is more effective than Cobamamide for treatment of peripheral neuropathy induced by chemotherapeutic drugs , especially for moderate and severe sensory nerve disorder induced by paclitaxel .",7,8,CONCLUSIONS
24876771,24876771_3_15,Whether adding supervised exercise to the CDSMP would add benefit is unknown .,3,15,OBJECTIVE
9129557,9129557_4_16,"Terfenadine concentrations were measurable ( > 1 ng/ml ) in 27 ( 20 % ; p < 0.001 ) and 39 ( 30 % ; p < 0.001 ) samples from individuals treated with regular - and double-strength grapefruit juice , respectively , compared to only four ( 3 % ) samples with water .",4,16,RESULTS
16215191,16215191_5_6,Supplementary skills training did not improve work outcomes for clients who were receiving supported employment .,5,6,CONCLUSIONS
20795962,20795962_0_13,The aim of the study was to compare the effect of laparoscopic anterior and posterior fundoplication on gastro-oesophageal reflux disease by means of a prospective randomized controlled trial .,0,13,BACKGROUND
9376887,9376887_6_12,"After one year , subjects on acarbose had lost 0.46 + / - 0.28 kg , which differed significantly from the 0.33 + / - 0.25 kg weight gain on placebo ( P = 0.027 ) .",6,12,RESULTS
11099086,11099086_15_16,Oral ciprofloxacin was as safe and effective as intramuscular ceftriaxone for the empiric treatment of acute invasive diarrhea in ambulatory pediatric patients requiring an emergency room visit .,15,16,CONCLUSIONS
15504999,15504999_5_10,"When foot temperatures were elevated , subjects were instructed to reduce their activity and contact the study nurse .",5,10,METHODS
21269454,21269454_10_14,There was no significant difference between the screening and the usual care group for the main outcome ( hazard ratio = 1.00 95 % CI 0.59 to 1.71 ) .,10,14,RESULTS
25307297,25307297_1_13,Health-related quality of life data on patients participated in the Clopidogrel in High-risk patients with Acute Nondisabling Cerebrovascular Events ( CHANCE ) trial were analyzed .,1,13,METHODS
7959497,7959497_2_8,"The test subjects were examined prior to treatment , 1 hour after the first dose of 1,000 mg and in morning and afternoon of the day following the 1st , 3rd and 6th evening doses .",2,8,METHODS
23356556,23356556_5_11,The increases in UGE were maintained over 28 days with multiple dosing .,5,11,RESULTS
15876753,15876753_3_11,In another school she conducted sessions for a selected group of 20 adolescents who later disseminated the messages informally to their 84 classmates ( peer education ) .,3,11,METHODS
23079176,23079176_12_16,Two thirds ( 66 % ) of intervention participants completing a post-study survey indicated that they would recommend the program to friends .,12,16,RESULTS
18455416,18455416_1_12,"As part of the RAPCO protocol for this prospective , randomised , single-centre trial , patients aged over 70 years undergoing primary CABG were randomly assigned to use of a radial artery ( n = 113 ) or saphenous vein ( n = 112 ) to revascularise the best non-LAD coronary vessel .",1,12,METHODS
12668365,12668365_6_12,"At 8 weeks , reductions in total score on the Hamilton anxiety scale were significantly greater for both paroxetine groups .",6,12,RESULTS
25096030,25096030_7_11,"After 5-year follow-up , there were no significant differences between both strategies of CABG in the composite end points 16.7 % and 15.1 % ; Hazard Ratio 1.07 ; CI 0.41 - 1.82 ; P = 0.71 , for off-pump and on-pump CABG respectively .",7,11,RESULTS
20383874,20383874_3_10,Serum creatinine levels were determined 72 hours post-contrast .,3,10,METHODS
9806512,9806512_12_19,"Eleven additional patients with similar disease state and demographic characteristics were enrolled and blood samples were obtained before , and 5 , 15 , 30 , and 45 min after the initiation of lidocaine application .",12,19,METHODS
25107877,25107877_3_12,"Patients were randomized to the MT group or the control group ( sham MT ) , and both the groups received limb activation .",3,12,METHODS
1743318,1743318_11_12,The two formulations had similar bioavailability .,11,12,CONCLUSIONS
19368584,19368584_11_13,There was no significant difference between patients on metoprolol and placebo in any dimension .,11,13,RESULTS
12598441,12598441_7_15,"After a 4 week washout , only bromfenac sodium hydrate ophthalmic solution was administered to the eyes of the NSAID group for 2 weeks .",7,15,METHODS
21872537,21872537_5_13,Personalized interventions were developed using the Treatment Routes for Exploring Agitation decision tree protocol .,5,13,METHODS
17805230,17805230_0_7,"To investigate the effect of soy protein containing isoflavones on homocysteine ( Hcy ) , C-reactive protein ( CRP ) , soluble E-selectin ( sE-selectin ) , soluble vascular adhesion molecule-1 ( sVCAM-1 ) and soluble intercellular adhesion molecule-1 ( sICAM-1 ) .",0,7,OBJECTIVE
18408393,18408393_1_11,"Thirty-five children with newly-diagnosed malignant lymphoma ( Non-Hodgkin 's lymphoma , NHL : 23 ) , Hodgkin 's disease ( HD : 12 ) , and 8 apparently healthy subjects of matched age and sex taken as a control group were studied .",1,11,METHODS
19615314,19615314_9_17,They were all treated for 3 months .,9,17,METHODS
